episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,both_candidates_bad,local_candidate_oracle_cm,is_blackout,recovery_attempted,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
tomato_soup_can_yalehand0_black10_2,0,0.235682082944621,0.235682082944621,6.803330305320733,6.803330305320733,0.4889908305745696,0.4889908305745696,0.4845360824742268,0.4845360824742268,0.0,0.0,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.235682082944621,0,0,0,11.152856051921844,4.450035747140646,15.60289179906249,0.235682082944621,0.235682082944621,0.235682082944621,0.23568208294462112,0.235682082944621,0.235682082944621
tomato_soup_can_yalehand0_black10_2,1,0.24897272248402177,0.24897272248402177,7.245415506195953,7.245415506195953,0.5207657995763882,0.5207657995763882,0.6206896551724138,0.6206896551724138,0.0,0.0,MODE_3_UNCERTAIN_FUSION,full,relative_quality_restart_v1_1_development,0.5,0,0,0,True,0,0.24897272248402177,0,0,0,10.715879034250975,0.8811401203274727,11.597019154578447,0.24897272248402177,0.2489727224840216,0.24897272248402177,0.24897272248401991,0.2489727224840216,0.24897272248402177
tomato_soup_can_yalehand0_black10_2,9,0.2704706297644886,0.27957767351460266,6.874298303884106,6.824825335870378,0.4940916707520013,0.4905357905235929,0.4845360824742268,0.4845360824742268,0.009107043750114063,-0.04947296801372758,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.2704706297644886,0,0,0,10.612176265567541,0.6919456645846367,11.304121930152178,0.2704706297644886,0.2704495386611079,0.2704706297644886,0.27047063086329926,0.2704706297644886,0.2704706297644886
tomato_soup_can_yalehand0_black10_2,11,0.27839581347720965,0.2966301634403108,6.056947969119754,7.239678239270246,0.43534443945055407,0.520353432280766,0.4,0.6206896551724138,0.018234349963101137,1.1827302701504916,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.27839581347720965,0,0,0,10.617014020681381,0.689278356730938,11.30629237741232,0.27839581347720965,0.2854585299498211,0.27839581347720965,0.2783958164651023,0.27839581347720965,0.27839581347720965
tomato_soup_can_yalehand0_black10_2,13,0.26549105566568626,0.2958408662747163,5.95694282674127,4.844700935530724,0.4281565483091908,0.3482139228927059,0.2857142857142857,0.10679611650485436,0.030349810609030026,-1.1122418912105463,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.26549105566568626,0,0,0,10.699403937906027,0.7092361338436604,11.408640071749687,0.26549105566568626,0.2815874440721,0.26549105566568626,0.26549106000193434,0.26549105566568626,0.26549105566568626
tomato_soup_can_yalehand0_black10_2,15,0.27216260599193215,0.25967425810165046,7.087063622663457,6.725883179560263,0.5093842238514753,0.48342430173477374,0.5714285714285714,0.44881889763779526,-0.012488347890281692,-0.3611804431031942,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.25967425810165046,0,0,0,10.418761055916548,0.7521109655499458,11.170872021466494,0.27216260599193215,0.27433583152917856,0.27216260599193215,0.2721626076761679,0.27216260599193215,0.25967425810165046
tomato_soup_can_yalehand0_black10_2,17,0.29378000399474175,0.28914256727874554,6.0513381575166925,8.140253959204761,0.4349412330336904,0.5850825060612443,0.4,0.8070175438596491,-0.0046374367159962016,2.088915801688069,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.28914256727874554,0,0,0,13.58028082177043,0.6935643032193184,14.273845124989748,0.29378000399474175,0.2808278603182597,0.29378000399474175,0.2937800090980202,0.29378000399474175,0.2627561105954497
tomato_soup_can_yalehand0_black10_2,19,0.27084006117957743,0.32111859615517385,6.678704455861196,5.30535906619873,0.4800333208104737,0.38132382522246755,0.44881889763779526,0.18181818181818182,0.05027853497559642,-1.3733453896624654,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.27084006117957743,0,0,0,10.761589743196964,0.6976616568863392,11.459251400083303,0.27084006117957743,0.2788743550012071,0.27084006117957743,0.27084006434092295,0.27084006117957743,0.27084006117957743
tomato_soup_can_yalehand0_black10_2,21,0.2771448212913508,0.2501887338259511,7.157278587447133,6.777179915815517,0.5144309395638496,0.48711126569823204,0.5833333333333334,0.44881889763779526,-0.026956087465399736,-0.38009867163161637,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.2501887338259511,0,0,0,10.138850193470716,0.6036218255758286,10.742472019046545,0.2771448212913508,0.27647579961165425,0.2771448212913508,0.27714482357684317,0.2771448212913508,0.2771448212913508
tomato_soup_can_yalehand0_black10_2,23,0.28606585028989423,0.28950822799175796,6.351505747837391,7.495112374154234,0.45651584321948324,0.538712815725126,0.42276422764227645,0.6206896551724138,0.0034423777018637303,1.143606626316843,MODE_1_ACCEPT,full,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.28606585028989423,0,0,0,10.086148045957088,0.5450421012938023,10.63119014725089,0.28606585028989423,0.2802840614778614,0.28606585028989423,0.28606584923144274,0.28606585028989423,0.28606585028989423
