episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,both_candidates_bad,local_candidate_oracle_cm,is_blackout,recovery_attempted,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
tomato_soup_can_yalehand0_black10_2,0,0.235682082944621,0.235682082944621,6.803330305320733,6.803330305320733,0.4889908305745696,0.4889908305745696,0.4845360824742268,0.4845360824742268,0.0,0.0,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.235682082944621,0,0,0,11.510169133543968,4.5625073835253716,4.5625073835253716,0.235682082944621,0.235682082944621,0.235682082944621,0.23568208294462112,0.235682082944621,0.235682082944621
tomato_soup_can_yalehand0_black10_2,1,0.24897272248402177,0.24897272248402177,7.245415506195953,7.245415506195953,0.5207657995763882,0.5207657995763882,0.6206896551724138,0.6206896551724138,0.0,0.0,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.24897272248402177,0,0,0,11.172420345246792,0.7039178162813187,0.7039178162813187,0.24897272248402177,0.2489727224840216,0.24897272248402177,0.24897272248401991,0.24897272248402177,0.24897272248402177
tomato_soup_can_yalehand0_black10_2,9,0.2704706297644886,0.27957767351460283,6.874298303884106,6.824825335870378,0.4940916707520013,0.4905357905235929,0.4845360824742268,0.4845360824742268,0.00910704375011423,-0.04947296801372758,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.2704706297644886,0,0,0,10.805476922541857,0.6322814151644707,0.6322814151644707,0.2704706297644886,0.2704495386611079,0.2704706297644886,0.27047063086329926,0.2704706297644886,0.2704706297644886
tomato_soup_can_yalehand0_black10_2,11,0.27839581347720965,0.2966301634403105,6.056947969119754,7.239678239270246,0.43534443945055407,0.520353432280766,0.4,0.6206896551724138,0.01823434996310086,1.1827302701504916,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.27839581347720965,0,0,0,10.222071316093206,0.7034409791231155,0.7034409791231155,0.27839581347720965,0.2854585299498211,0.27839581347720965,0.2783958164651023,0.27839581347720965,0.27839581347720965
tomato_soup_can_yalehand0_black10_2,13,0.26549105566568626,0.2958408662747163,5.95694282674127,4.844700935530724,0.4281565483091908,0.3482139228927059,0.2857142857142857,0.10679611650485436,0.030349810609030026,-1.1122418912105463,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.26549105566568626,0,0,0,10.728294029831886,0.7316800765693188,0.7316800765693188,0.26549105566568626,0.2815874440721,0.26549105566568626,0.26549106000193434,0.26549105566568626,0.26549105566568626
tomato_soup_can_yalehand0_black10_2,15,0.27216260599193215,0.25967425810165046,7.087063622663457,6.725883179560263,0.5093842238514753,0.48342430173477374,0.5714285714285714,0.44881889763779526,-0.012488347890281692,-0.3611804431031942,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.25967425810165046,0,0,0,12.307468336075544,0.7738000713288784,0.7738000713288784,0.27216260599193215,0.27433583152917856,0.27216260599193215,0.2721626076761679,0.27216260599193215,0.25967425810165046
tomato_soup_can_yalehand0_black10_2,17,0.29378000399474175,0.28914256727874554,6.0513381575166925,8.140253959204761,0.4349412330336904,0.5850825060612443,0.4,0.8070175438596491,-0.0046374367159962016,2.088915801688069,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.28914256727874554,0,0,0,10.805896949023008,0.7447199895977974,0.7447199895977974,0.29378000399474175,0.2808278603182597,0.29378000399474175,0.2937800090980202,0.29378000399474175,0.2627561105954497
tomato_soup_can_yalehand0_black10_2,19,0.27084006117957743,0.32111859615517385,6.678704455861196,5.30535906619873,0.4800333208104737,0.38132382522246755,0.44881889763779526,0.18181818181818182,0.05027853497559642,-1.3733453896624654,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.27084006117957743,0,0,0,10.70571318268776,0.692692119628191,0.692692119628191,0.27084006117957743,0.2788743550012071,0.27084006117957743,0.27084006434092295,0.27084006117957743,0.27084006117957743
tomato_soup_can_yalehand0_black10_2,21,0.2771448212913508,0.2501887338259511,7.157278587447133,6.777179915815517,0.5144309395638496,0.48711126569823204,0.5833333333333334,0.44881889763779526,-0.026956087465399736,-0.38009867163161637,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.2501887338259511,0,0,0,11.260986793786287,0.7160520181059837,0.7160520181059837,0.2771448212913508,0.27647579961165425,0.2771448212913508,0.27714482357684317,0.2771448212913508,0.2771448212913508
tomato_soup_can_yalehand0_black10_2,23,0.28606585028989423,0.28950822799175796,6.351505747837391,7.495112374154234,0.45651584321948324,0.538712815725126,0.42276422764227645,0.6206896551724138,0.0034423777018637303,1.143606626316843,MODE_1_ACCEPT,simple,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.28606585028989423,0,0,0,10.485304053872824,0.779877882450819,0.779877882450819,0.28606585028989423,0.2802840614778614,0.28606585028989423,0.28606584923144274,0.28606585028989423,0.28606585028989423
